Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,NEW_SMILES
CHEMBL2151665,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccccn1,IC50,'=',41690,nM,4.38,CC(=NN=c1[nH]c(-c2ccc(F)cc2)cs1)c1ccccn1
CHEMBL3818992,O=C(/C=C/c1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1,IC50,'=',3500,nM,5.46,O=C(C=Cc1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1
CHEMBL4535439,C#CCN1CCC(CCc2ccc(CCC)cc2)CC1,IC50,'=',80305.3,nM,4.09,C#CCN1CCC(CCc2ccc(CCC)cc2)CC1
CHEMBL4303182,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)ccc1Cl,IC50,'=',7910,nM,5.1,O=C(O)c1cc(N2N=C(C(F)(F)F)C(=Cc3ccc(-c4ccccc4)o3)C2=O)ccc1Cl
CHEMBL3291019,C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1,IC50,'=',6700,nM,5.17,C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1
CHEMBL3771110,CC(=O)c1cccc(OCc2ccc(Cl)cc2)c1,IC50,'=',39450,nM,4.4,CC(=O)c1cccc(OCc2ccc(Cl)cc2)c1
CHEMBL2151538,N#Cc1ccc(-c2csc(N/N=C\c3cccs3)n2)cc1,IC50,'=',44970,nM,4.35,N#Cc1ccc(-c2csc(=NN=Cc3cccs3)[nH]2)cc1
CHEMBL2151546,C/C(=N/Nc1nc(-c2ccc(C#N)cc2)cs1)c1ccncc1,IC50,'=',19100,nM,4.72,CC(=NN=c1[nH]c(-c2ccc(C#N)cc2)cs1)c1ccncc1
CHEMBL2151663,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1nccs1,IC50,'=',7550,nM,5.12,CC(=NN=c1[nH]c(-c2ccc(F)cc2)cs1)c1nccs1
CHEMBL2151664,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccccc1,IC50,'=',4180,nM,5.38,CC(=NN=c1[nH]c(-c2ccc(F)cc2)cs1)c1ccccc1
CHEMBL2088299,Cn1c(=O)c2c(nc(COc3ccccc3)n2C)n(C)c1=O,IC50,'=',21100,nM,4.68,Cn1c(=O)c2c(nc(COc3ccccc3)n2C)n(C)c1=O
CHEMBL4217556,CC(=O)Nc1ccc(NC(=S)Nc2ccc3[nH]ccc3c2)cc1,IC50,'=',71000,nM,4.15,CC(=O)Nc1ccc(NC(=S)Nc2ccc3[nH]ccc3c2)cc1
CHEMBL3883661,CN(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1,IC50,'=',10200,nM,4.99,CN(C)C(=O)Oc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1
CHEMBL1642670,O=C1Nc2ccc(OCc3ccccc3)cc2C1=O,IC50,'=',4620,nM,5.33,O=C1Nc2ccc(OCc3ccccc3)cc2C1=O
CHEMBL2206097,COc1cccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,IC50,'=',48100,nM,4.32,COc1cccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1
CHEMBL828,c1ccc2c(c1)Nc1ccccc1S2,IC50,'=',592,nM,6.23,c1ccc2c(c1)Nc1ccccc1S2
CHEMBL156931,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,'=',13600,nM,4.87,CN=C1CCc2c1n(C)c1ccc(OC(=O)NC)cc21
CHEMBL156630,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,IC50,'=',5470,nM,5.26,CN=C1CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21
CHEMBL2332183,COc1ccc(/C=C/C=C/C(=O)c2c(O)cccc2O)cc1OC,IC50,'=',25160,nM,4.6,COc1ccc(C=CC=CC(=O)c2c(O)cccc2O)cc1OC
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,IC50,'=',210,nM,6.68,CCN=C1CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21
CHEMBL186888,COc1cc2oc3c(OC)cccc3c(=O)c2c(OC)c1OC,IC50,'=',37000,nM,4.43,COc1cc2oc3c(OC)cccc3c(=O)c2c(OC)c1OC
CHEMBL372943,Cc1cc(=O)oc2cc(OC3CCCC3=O)ccc12,IC50,'=',40,nM,7.4,Cc1cc(=O)oc2cc(OC3CCCC3=O)ccc12
CHEMBL3415793,C#CCN(C)CC(=C)c1ccc(Cl)cc1.O=C(O)C(=O)O,IC50,'=',3.9,nM,8.41,C#CCN(C)CC(=C)c1ccc(Cl)cc1
CHEMBL3415816,C#CCN(C)CC(=C)c1ccc(F)c(F)c1.O=C(O)C(=O)O,IC50,'=',2.3,nM,8.64,C#CCN(C)CC(=C)c1ccc(F)c(F)c1
CHEMBL2420694,Cc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)o1,IC50,'=',40900,nM,4.39,Cc1ccc(C(=O)C=Cc2ccc(Cl)cc2)o1
CHEMBL2391879,O=C1OCc2ccc(OCCOc3ccc(Br)cc3)cc21,IC50,'=',240,nM,6.62,O=C1OCc2ccc(OCCOc3ccc(Br)cc3)cc21
CHEMBL2391878,O=C1OCc2ccc(OCCOc3ccc(Cl)cc3)cc21,IC50,'=',137,nM,6.86,O=C1OCc2ccc(OCCOc3ccc(Cl)cc3)cc21
CHEMBL2391869,O=C1OCc2ccc(OCc3ccc(I)cc3)cc21,IC50,'=',344,nM,6.46,O=C1OCc2ccc(OCc3ccc(I)cc3)cc21
CHEMBL3605361,C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](C)ccc21.[I-].[I-],IC50,'=',220,nM,6.66,C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](C)ccc21
CHEMBL3605368,CN1CCc2c(c3ccccc3n2CCCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,IC50,'=',510,nM,6.29,CN1CCc2c(c3ccccc3n2CCCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1
CHEMBL3629472,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(C)cc3oc2=O)cc1,IC50,'=',58190,nM,4.24,COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)c2cc3ccc(C)cc3oc2=O)cc1
CHEMBL4863690,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,IC50,'=',26300,nM,4.58,CCN(CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC
CHEMBL4854252,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,IC50,'=',82600,nM,4.08,CCN(CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1
CHEMBL4863869,COc1ccc(/C=C/C(=O)c2ccc(N(C)C)cc2O)cc1,IC50,'=',42500,nM,4.37,COc1ccc(C=CC(=O)c2ccc(N(C)C)cc2O)cc1
CHEMBL4859930,CCN(CC)S(=O)(=O)c1ccc([C@H]2C[C@@H]2NC(=O)OC(C)(C)C)cc1,IC50,'=',707.8,nM,6.15,CCN(CC)S(=O)(=O)c1ccc(C2CC2NC(=O)OC(C)(C)C)cc1
CHEMBL4582111,CC(=O)c1ccc(OCCCCCCCCCCN2CCN(Cc3ccccc3)CC2)cc1O,IC50,'=',19800,nM,4.7,CC(=O)c1ccc(OCCCCCCCCCCN2CCN(Cc3ccccc3)CC2)cc1O
CHEMBL4440788,CC(=O)c1ccc(OCCCCCCN2CCC(Cc3ccccc3)CC2)cc1O,IC50,'=',22100,nM,4.66,CC(=O)c1ccc(OCCCCCCN2CCC(Cc3ccccc3)CC2)cc1O
CHEMBL4443558,NCc1ccc(S(=O)(=O)c2ccc3ccccc3c2)s1,IC50,'=',37000,nM,4.43,NCc1ccc(S(=O)(=O)c2ccc3ccccc3c2)s1
CHEMBL4106580,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(NS(=O)(=O)N4CCNCC4)c3)cc2)CC1,IC50,'=',100000,nM,4,NC1CCC(NC2CC2c2ccc(-c3cccc(NS(=O)(=O)N4CCNCC4)c3)cc2)CC1
CHEMBL3925000,O=C1/C(=C/c2ccccc2)Cc2ccc(O)cc21,IC50,'=',440,nM,6.36,O=C1C(=Cc2ccccc2)Cc2ccc(O)cc21
CHEMBL3891485,O=C1/C(=C/c2cccc(O)c2)Cc2cc(O)ccc21,IC50,'=',1200,nM,5.92,O=C1C(=Cc2cccc(O)c2)Cc2cc(O)ccc21
CHEMBL4741978,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,IC50,'=',1037,nM,5.98,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1
CHEMBL4064264,COc1ccccc1CN(C)CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,IC50,'=',1030,nM,5.99,COc1ccccc1CN(C)CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1
CHEMBL3769812,CC(=O)c1ccc(OCc2ccccc2Cl)cc1,IC50,'=',89600,nM,4.05,CC(=O)c1ccc(OCc2ccccc2Cl)cc1
CHEMBL3771354,CC(=O)c1ccc(OCc2ccccc2C(F)(F)F)cc1,IC50,'=',70500,nM,4.15,CC(=O)c1ccc(OCc2ccccc2C(F)(F)F)cc1
CHEMBL342357,O=C1NC(=O)c2cc(OCc3ccccc3)ccc21,IC50,'=',4170,nM,5.38,O=C1NC(=O)c2cc(OCc3ccccc3)ccc21
CHEMBL2263059,CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,IC50,'=',4060,nM,5.39,CN(C)c1ccc(C=CC(=O)c2ccc(O)cc2O)cc1
CHEMBL1917531,COc1cc2c3c(c1)C(=O)C1=C(CCCC1)C3=NCC2,IC50,'=',2120,nM,5.67,COc1cc2c3c(c4c(c(O)c3c1)CCCC4)N=CC2
CHEMBL602259,Cn1c(=O)c2c(nc(OCc3ccccc3)n2C)n(C)c1=O,IC50,'=',1770,nM,5.75,Cn1c(=O)c2c(nc(OCc3ccccc3)n2C)n(C)c1=O
CHEMBL1796808,O=C(c1ccc(O)cc1)c1cc2cc(Br)cc(O)c2oc1=O,IC50,'=',19170,nM,4.72,O=C(c1ccc(O)cc1)c1cc2cc(Br)cc(O)c2oc1=O
CHEMBL3605354,c1ccc2c(c1)c1cnccc1n2CCCCCCCn1c2ccccc2c2cnccc21,IC50,'=',1500,nM,5.82,c1ccc2c(c1)c1cnccc1n2CCCCCCCn1c2ccccc2c2cnccc21
CHEMBL3605366,CN1CCc2c(c3ccccc3n2CCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,IC50,'=',4500,nM,5.35,CN1CCc2c(c3ccccc3n2CCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1
CHEMBL3605367,CN1CCc2c(c3ccccc3n2CCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,IC50,'=',1200,nM,5.92,CN1CCc2c(c3ccccc3n2CCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1
CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,IC50,'=',100,nM,7,CCN=C1CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21
CHEMBL2177467,CCCN(C)c1ccc(/C=C2\Cc3cc(O)c(O)cc3C2=O)cc1.Cc1ccc(S(=O)(=O)O)cc1,IC50,'=',37700,nM,4.42,CCCN(C)c1ccc(C=C2Cc3cc(O)c(O)cc3C2=O)cc1
CHEMBL2204772,N#Cc1ccc(Sc2ccc(Cl)cc2)cc1,IC50,'=',18200,nM,4.74,N#Cc1ccc(Sc2ccc(Cl)cc2)cc1
CHEMBL2204771,N#Cc1ccc(Sc2ccccc2)cc1,IC50,'=',36900,nM,4.43,N#Cc1ccc(Sc2ccccc2)cc1
CHEMBL356385,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCCCCC)c1,IC50,'=',20000,nM,4.7,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCCCCC)c1
CHEMBL487235,C=C(Br)COc1ccc2c(oc(=O)c3ccccc32)c1C,IC50,'=',2380,nM,5.62,C=C(Br)COc1ccc2c(oc(=O)c3ccccc32)c1C
CHEMBL488072,CC(=O)COc1ccc2c(oc(=O)c3ccccc32)c1C,IC50,'=',2560,nM,5.59,CC(=O)COc1ccc2c(oc(=O)c3ccccc32)c1C
CHEMBL475885,O=C1CCCCC1Oc1ccc2ccc(=O)oc2c1,IC50,'=',43000,nM,4.37,O=C1CCCCC1Oc1ccc2ccc(=O)oc2c1
CHEMBL123768,CCOC(=O)C1=Cc2cc(C)ccc2CC1=O,IC50,'=',190.55,nM,6.72,CCOC(=O)c1cc2cc(C)ccc2cc1O
CHEMBL3288293,O=C1CCCc2cc(OCc3ccc(F)cc3)ccc21,IC50,'=',1290,nM,5.89,O=C1CCCc2cc(OCc3ccc(F)cc3)ccc21
CHEMBL294264,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,IC50,'=',2500,nM,5.6,O=C1CC(=O)c2c(c(O)c3ccccc3c2O)C1=O
CHEMBL304241,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1cccc(C)c1,IC50,'=',8,nM,8.1,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1cccc(C)c1
CHEMBL4295215,Cc1cccc2cc(-c3ccc(Br)cc3)oc12,IC50,'=',100000,nM,4,Cc1cccc2cc(-c3ccc(Br)cc3)oc12
CHEMBL4559051,Cn1ccnc1SCc1ccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)cc1,IC50,'=',12400,nM,4.91,Cn1ccnc1SCc1ccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)cc1
CHEMBL4459969,Clc1cccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)c1,IC50,'=',5470,nM,5.26,Clc1cccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)c1
CHEMBL4444732,CC1CN=C(c2ccc(-c3noc(-c4ccc(Cl)c(Cl)c4)n3)cc2)N1,IC50,'=',14700,nM,4.83,CC1CN=C(c2ccc(-c3noc(-c4ccc(Cl)c(Cl)c4)n3)cc2)N1
CHEMBL3923134,C#CCN1C(=O)C(=O)c2cc(S(=O)(=O)N(C)Cc3ccccc3F)ccc21,IC50,'=',9430,nM,5.03,C#CCN1C(=O)C(=O)c2cc(S(=O)(=O)N(C)Cc3ccccc3F)ccc21
CHEMBL3407588,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC)c5ncccc45)CC3)ccc2n1C,IC50,'=',10300,nM,4.99,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC)c5ncccc45)CC3)ccc2n1C
CHEMBL4454906,CCN(CC)CCCCOc1ccc(/C=C/C(=O)c2ccc(OCCCCN(CC)CC)cc2O)cc1,IC50,'=',10500,nM,4.98,CCN(CC)CCCCOc1ccc(C=CC(=O)c2ccc(OCCCCN(CC)CC)cc2O)cc1
CHEMBL3398527,Cc1ccc(-c2c(Br)c3cc(C#N)c(C#N)cc3n2O)cc1,IC50,'=',2190,nM,5.66,Cc1ccc(-c2c(Br)c3cc(C#N)c(C#N)cc3n2O)cc1
CHEMBL3585856,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(O)ccc2O)cc1,IC50,'=',1030,nM,5.99,C#CCN(C)C(C)Cc1ccc(NCc2cc(O)ccc2O)cc1
CHEMBL3585847,C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2C)cc1,IC50,'=',5530,nM,5.26,C#CCN(C)C(C)Cc1ccc(NCc2ncccc2C)cc1
CHEMBL2409542,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccn1,IC50,'=',16600,nM,4.78,CC(=NN=c1[nH]c(-c2ccccc2)cs1)c1ccccn1
CHEMBL4203107,C#CCN(C)CCOc1ccc2ccc(=O)oc2c1,IC50,'=',69870,nM,4.16,C#CCN(C)CCOc1ccc2ccc(=O)oc2c1
CHEMBL4174116,C/C(=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)C1CC1,IC50,'=',2660,nM,5.58,CC(=NN=c1[nH]c(-c2cccc([N+](=O)[O-])c2)cs1)C1CC1
CHEMBL4169354,CCCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,IC50,'=',6330,nM,5.2,CCCCC(C)=NN=c1[nH]c(-c2cccc([N+](=O)[O-])c2)cs1
CHEMBL511601,N[C@]1(c2ccccc2)C[C@]1(F)c1ccccc1,IC50,'=',10000,nM,5,NC1(c2ccccc2)CC1(F)c1ccccc1
CHEMBL1950702,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)c(F)c1,IC50,'=',22700,nM,4.64,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)c(F)c1
CHEMBL293004,COc1ccccc1C1CC(c2ccc(O)cc2)=NN1C(C)=O,IC50,'=',8.8,nM,8.06,COc1ccccc1C1CC(c2ccc(O)cc2)=NN1C(C)=O
CHEMBL3218151,Cc1sc(NN=C2CCCC2)nc1-c1ccccc1,IC50,'=',550,nM,6.26,Cc1sc(=NN=C2CCCC2)[nH]c1-c1ccccc1
CHEMBL3218157,Cc1sc(NN=C2CCC(C)CC2)nc1-c1ccccc1,IC50,'=',3900,nM,5.41,Cc1sc(=NN=C2CCC(C)CC2)[nH]c1-c1ccccc1
CHEMBL4093991,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,IC50,'=',570,nM,6.24,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1
CHEMBL4067447,COc1ccccc1CN(C)CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,IC50,'=',620,nM,6.21,COc1ccccc1CN(C)CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1
CHEMBL442687,O=c1oc2cc(O)ccc2s1,IC50,'=',9770,nM,5.01,O=c1oc2cc(O)ccc2s1
CHEMBL4172280,C#CCNC1CCc2c(OCCCOc3ccc(C(C)C)cc3)cccc21,IC50,'=',42670,nM,4.37,C#CCNC1CCc2c(OCCCOc3ccc(C(C)C)cc3)cccc21
CHEMBL4173420,C#CCNC1CCc2c(OCCc3ccccc3)cccc21,IC50,'=',9100,nM,5.04,C#CCNC1CCc2c(OCCc3ccccc3)cccc21
CHEMBL4171251,C#CCNC1CCc2c(OCc3ccc(C)cc3)cccc21,IC50,'=',4330,nM,5.36,C#CCNC1CCc2c(OCc3ccc(C)cc3)cccc21
CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,IC50,'=',130,nM,6.89,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12
CHEMBL4067752,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(Br)c2)c1,IC50,'=',6630,nM,5.18,O=[N+]([O-])C=Cc1cccc(OCc2cccc(Br)c2)c1
CHEMBL4095173,O=[N+]([O-])/C=C/c1cccc(OCc2cccc(C(F)(F)F)c2)c1,IC50,'=',8780,nM,5.06,O=[N+]([O-])C=Cc1cccc(OCc2cccc(C(F)(F)F)c2)c1
CHEMBL4444002,C#CCN1CCC(/C=C\c2ccc(F)cc2Cl)CC1,IC50,'=',46121.5,nM,4.34,C#CCN1CCC(C=Cc2ccc(F)cc2Cl)CC1
CHEMBL3924440,O=C1/C(=C/c2cccc(Cl)c2)Cc2cc(O)ccc21,IC50,'=',157,nM,6.8,O=C1C(=Cc2cccc(Cl)c2)Cc2cc(O)ccc21
CHEMBL4551962,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(CO)c4)C3)cc2oc1=O,IC50,'=',2200,nM,5.66,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(CO)c4)C3)cc2oc1=O
CHEMBL1929421,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,IC50,'=',33,nM,7.48,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
CHEMBL3133241,CCN(CC)CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,IC50,'=',33090,nM,4.48,CCN(CC)CCCCCCOc1ccc(C=Cc2cc(OC)cc(OC)c2)cc1
CHEMBL4113760,NC(=O)C1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,IC50,'=',25200,nM,4.6,NC(=O)C1CCC(NC2CC2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1
CHEMBL4106824,NC1CCC(N[C@H]2C[C@@H]2c2ccc(Br)cc2)CC1,IC50,'=',100000,nM,4,NC1CCC(NC2CC2c2ccc(Br)cc2)CC1
CHEMBL4086224,CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,IC50,'=',5940,nM,5.23,CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C
CHEMBL1830140,O=C(C/C=C/c1ccccc1)Nc1cccc(Br)c1,IC50,'=',34500,nM,4.46,O=C(C=CCc1ccccc1)Nc1cccc(Br)c1
CHEMBL2409538,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1cccnc1,IC50,'=',21300,nM,4.67,CC(=NN=c1[nH]c(-c2ccccc2)cs1)c1cccnc1
CHEMBL3652420,c1cn(-c2ccc3nc(-c4ccc5c(c4)OCO5)ccc3c2)cn1,IC50,'=',10000,nM,5,c1cn(-c2ccc3nc(-c4ccc5c(c4)OCO5)ccc3c2)cn1
CHEMBL4292257,C[C@@H]1[C@H](NCc2ccc(Cl)cc2)[C@H]1c1ccccc1,IC50,'=',310,nM,6.51,CC1C(NCc2ccc(Cl)cc2)C1c1ccccc1
CHEMBL2288402,CN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1,IC50,'=',233,nM,6.63,CN(C)c1ccc(C=C2Oc3cc(O)cc(O)c3C2=O)cc1
CHEMBL1813525,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc21,IC50,'=',1080,nM,5.97,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc21
CHEMBL3417304,O=c1ccc2ccc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc2o1,IC50,'=',10350,nM,4.99,O=c1ccc2ccc(OCCCCCN3CCN(CCCN=c4c5c([nH]c6ccccc46)CCCC5)CC3)cc2o1
CHEMBL470221,O=C(Nc1ccc(F)cc1)c1cc2ccccc2oc1=O,IC50,'=',13060,nM,4.88,O=C(Nc1ccc(F)cc1)c1cc2ccccc2oc1=O
CHEMBL472069,O=C(Nc1c(F)cccc1F)c1cc2ccccc2oc1=O,IC50,'=',12760,nM,4.89,O=C(Nc1c(F)cccc1F)c1cc2ccccc2oc1=O
CHEMBL382645,NCCCOc1c2occc2cc2ccc(=O)oc12,IC50,'=',2510,nM,5.6,NCCCOc1c2occc2cc2ccc(=O)oc12
CHEMBL201199,COc1c(OC2CCCCC2=O)ccc2c(C)cc(=O)oc12,IC50,'=',11130,nM,4.95,COc1c(OC2CCCCC2=O)ccc2c(C)cc(=O)oc12
CHEMBL424673,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,IC50,'=',11900,nM,4.92,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4
CHEMBL1814057,O=C(Nc1ccc(O)c(O)c1)c1cc(=O)c2ccccc2o1,IC50,'=',190,nM,6.72,O=C(Nc1ccc(O)c(O)c1)c1cc(=O)c2ccccc2o1
CHEMBL1814066,O=C(Nc1ccc(O)c(O)c1)c1coc2ccccc2c1=O,IC50,'=',430,nM,6.37,O=C(Nc1ccc(O)c(O)c1)c1coc2ccccc2c1=O
CHEMBL1814071,O=C(Nc1ccc([N+](=O)[O-])cc1)c1coc2ccccc2c1=O,IC50,'=',11110,nM,4.95,O=C(Nc1ccc([N+](=O)[O-])cc1)c1coc2ccccc2c1=O
CHEMBL1945153,O=c1ccoc2ccc(OCc3ccc(Cl)cc3)cc12,IC50,'=',106,nM,6.97,O=c1ccoc2ccc(OCc3ccc(Cl)cc3)cc12
CHEMBL1945155,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12,IC50,'=',95,nM,7.02,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12
CHEMBL1945157,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,IC50,'=',322,nM,6.49,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12
CHEMBL3735436,Cc1ccc2oc(=O)c(-c3c[nH]c4ccccc34)cc2c1,IC50,'=',43930,nM,4.36,Cc1ccc2oc(=O)c(-c3c[nH]c4ccccc34)cc2c1
CHEMBL3651111,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)nc1,IC50,'=',5500,nM,5.26,FC(F)(F)c1ccc(CNC2CC2c2ccccc2)nc1
CHEMBL3629474,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cc(F)ccc3oc2=O)cc1,IC50,'=',44270,nM,4.35,COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)c2cc3cc(F)ccc3oc2=O)cc1
CHEMBL3629466,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccccc3oc2=O)cc1,IC50,'=',41700,nM,4.38,COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)c2cc3ccccc3oc2=O)cc1
CHEMBL4068302,C#CCn1c(-c2ccc(C(=O)N/N=C/c3cccnc3)cc2)nc2ccccc21,IC50,'=',9586,nM,5.02,C#CCn1c(-c2ccc(C(=O)NN=Cc3cccnc3)cc2)nc2ccccc21
CHEMBL4527319,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(S(C)(=O)=O)cc4)C3)cc2oc1=O,IC50,'=',210,nM,6.68,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(S(C)(=O)=O)cc4)C3)cc2oc1=O
CHEMBL4569054,Cc1c(C)c2ccc(OC3CCN(Cc4ccccc4)CC3)cc2oc1=O,IC50,'=',3590,nM,5.45,Cc1c(C)c2ccc(OC3CCN(Cc4ccccc4)CC3)cc2oc1=O
CHEMBL4540147,C#CCN(C)CCc1nnn(C(C)c2ccccc2)c1C,IC50,'=',47000,nM,4.33,C#CCN(C)CCc1nnn(C(C)c2ccccc2)c1C
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,IC50,'=',540,nM,6.27,CN=C1CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21
CHEMBL3133246,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCCC3C)cc2)cc(OC)c1,IC50,'=',24270,nM,4.62,COc1cc(C=Cc2ccc(OCCCCCCN3CCCCC3C)cc2)cc(OC)c1
