Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,NEW_SMILES
CHEMBL4074152,C#CCN(CCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1,IC50,'=',9300,nM,5.03,C#CCN(CCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1
CHEMBL4084335,C#CCN(CCCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1,IC50,'=',8900,nM,5.05,C#CCN(CCCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1
CHEMBL4572478,C#CCN1CCC(/C=C/c2ccc(C(C)C)cc2)CC1,IC50,'=',73638.2,nM,4.13,C#CCN1CCC(C=Cc2ccc(C(C)C)cc2)CC1
CHEMBL4564938,C#CCN1CCC(/C=C\c2ccc(C3CC3)cc2)CC1,IC50,'=',7398.7,nM,5.13,C#CCN1CCC(C=Cc2ccc(C3CC3)cc2)CC1
CHEMBL4858292,C#CCN(C)C1=CC(=O)c2ccccc2C1=O,IC50,'=',6640,nM,5.18,C#CCN(C)C1=CC(=O)c2ccccc2C1=O
CHEMBL4288999,CNS(=O)(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,IC50,'=',17100,nM,4.77,CNS(=O)(=O)c1ccc(CNC2CC2c2ccccc2)cc1
CHEMBL3415785,C#CCN(C)CC(=C)c1cccc(COc2ccc(OC)cc2)c1.O=C(O)C(=O)O,IC50,'=',9,nM,8.05,C#CCN(C)CC(=C)c1cccc(COc2ccc(OC)cc2)c1
CHEMBL3781885,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc(NC(=O)OCc3ccccc3)c(N3CCOCC3)c2)cc1,IC50,'=',344.7,nM,6.46,NC1CC1c1ccc(NC(=O)c2ccc(NC(=O)OCc3ccccc3)c(N3CCOCC3)c2)cc1
CHEMBL3121863,COC(=O)c1cc2ccc(OC/C=C(\C)CCC=C(C)C)cc2oc1=O,IC50,'=',10000,nM,5,COC(=O)c1cc2ccc(OCC=C(C)CCC=C(C)C)cc2oc1=O
CHEMBL3121791,C#CCCCCOc1ccc2c(C)cc(=O)oc2c1,IC50,'=',59.9,nM,7.22,C#CCCCCOc1ccc2c(C)cc(=O)oc2c1
CHEMBL3121868,C#CCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,IC50,'=',1570,nM,5.8,C#CCOc1ccc2cc(C(=O)OC)c(=O)oc2c1
CHEMBL4217755,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccc(F)cc4)cc3)ccc12.[Br-],IC50,'=',4600,nM,5.34,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccc(F)cc4)cc3)ccc12
CHEMBL1642672,O=C1Nc2ccc(CCc3ccccc3)cc2C1=O,IC50,'=',4880,nM,5.31,Oc1[nH]c2ccc(C=Cc3ccccc3)cc2c1O
CHEMBL1642679,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O,IC50,'=',12200,nM,4.91,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O
CHEMBL450239,O=C1Nc2cc(/C=C/c3ccccc3)ccc2C1=O,IC50,'=',2720,nM,5.57,O=C1Nc2cc(C=Cc3ccccc3)ccc2C1=O
CHEMBL4530047,Cc1cc(-c2ccccn2)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',2100,nM,5.68,Cc1cc(-c2ccccn2)c(O)c2c1CC(C)OC2=O
CHEMBL2417770,Cc1ccccc1C1CC(c2ccc(O)cc2)=NN1C,IC50,'=',21870,nM,4.66,Cc1ccccc1C1CC(c2ccc(O)cc2)=NN1C
CHEMBL1830833,O=C(NNc1ccc(Cl)cc1)c1cc2ccccc2oc1=O,IC50,'=',48020,nM,4.32,O=C(NNc1ccc(Cl)cc1)c1cc2ccccc2oc1=O
CHEMBL4169910,O=C(NO)c1ccc(CNC2CC2c2ccccc2)cc1,IC50,'=',45840,nM,4.34,ON=C(O)c1ccc(CNC2CC2c2ccccc2)cc1
CHEMBL4161431,C=CCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,IC50,'=',3990,nM,5.4,C=CCCC(C)=NN=c1[nH]c(-c2cccc([N+](=O)[O-])c2)cs1
CHEMBL3415810,C#CCN(C)CC(=C)c1ccccc1.Cl,IC50,'=',60,nM,7.22,C#CCN(C)CC(=C)c1ccccc1
CHEMBL3415792,C#CCN(C)CC(=C)c1cccc(Cl)c1.O=C(O)C(=O)O,IC50,'=',30,nM,7.52,C#CCN(C)CC(=C)c1cccc(Cl)c1
CHEMBL3415818,C#CCN(C)CC(=C)c1ccc(F)c(C)c1.O=C(O)C(=O)O,IC50,'=',17,nM,7.77,C#CCN(C)CC(=C)c1ccc(F)c(C)c1
CHEMBL4536971,CS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(CN)s2)cc1-c1ccccc1,IC50,'=',68000,nM,4.17,CS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(CN)s2)cc1-c1ccccc1
CHEMBL4855475,Fc1ccccc1CNC1CC12CCc1ccccc12,IC50,'=',2500,nM,5.6,Fc1ccccc1CNC1CC12CCc1ccccc12
CHEMBL5219976,C#CCN1CCN(CN2C(=O)S/C(=C/c3ccc([N+](=O)[O-])cc3)C2=O)CC1,IC50,'=',250,nM,6.6,C#CCN1CCN(CN2C(=O)SC(=Cc3ccc([N+](=O)[O-])cc3)C2=O)CC1
CHEMBL4446787,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(Cl)cc4)C3)cc2oc1=O.Cl,IC50,'=',822,nM,6.08,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(Cl)cc4)C3)cc2oc1=O
CHEMBL4447506,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(Cl)c4)C3)cc2oc1=O.Cl,IC50,'=',980,nM,6.01,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(Cl)c4)C3)cc2oc1=O
CHEMBL3639499,c1ccc(C2C[C@@H]2NCc2cccnc2)cc1,IC50,'=',13000,nM,4.89,c1ccc(C2CC2NCc2cccnc2)cc1
CHEMBL3651096,Cc1cccc(CN[C@H]2CC2c2ccccc2)n1,IC50,'=',29000,nM,4.54,Cc1cccc(CNC2CC2c2ccccc2)n1
CHEMBL4861378,COc1ccccc1CNC1CC12CCc1ccccc12,IC50,'=',5900,nM,5.23,COc1ccccc1CNC1CC12CCc1ccccc12
CHEMBL4851339,COc1ccc(CNC2CC23CCc2ccccc23)cc1OC,IC50,'=',11700,nM,4.93,COc1ccc(CNC2CC23CCc2ccccc23)cc1OC
CHEMBL5177061,COc1cc(S)c(/N=N/c2cccc(C#N)c2C#N)cc1OC,IC50,'=',17820,nM,4.75,COc1cc(S)c(N=Nc2cccc(C#N)c2C#N)cc1OC
CHEMBL4858987,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,IC50,'=',17200,nM,4.76,CCN(CCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1
CHEMBL5173754,O=C1c2ccccc2-c2nccc3cc(OCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc1c23,IC50,'=',11,nM,7.96,O=C1c2ccccc2-c2nccc3cc(OCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc1c23
CHEMBL4439402,NS(=O)(=O)c1ccc(-c2nnc(-c3ccc(Cl)c(Cl)c3)o2)cc1,IC50,'=',46200,nM,4.33,NS(=O)(=O)c1ccc(-c2nnc(-c3ccc(Cl)c(Cl)c3)o2)cc1
CHEMBL4574549,Cc1ccc(OC(=O)c2coc3ccccc3c2=O)cc1,IC50,'=',79455,nM,4.1,Cc1ccc(OC(=O)c2coc3ccccc3c2=O)cc1
CHEMBL4847919,CCN(CC)S(=O)(=O)c1ccc([C@H]2C[C@@H]2N)cc1,IC50,'=',806.7,nM,6.09,CCN(CC)S(=O)(=O)c1ccc(C2CC2N)cc1
CHEMBL5187434,C#CCNC1CCc2ccccc2C1,IC50,'=',721,nM,6.14,C#CCNC1CCc2ccccc2C1
CHEMBL4449571,C#CCN1CCC(CCc2cccc(F)c2)CC1,IC50,'=',19927.3,nM,4.7,C#CCN1CCC(CCc2cccc(F)c2)CC1
CHEMBL4303296,CN1CCN(C(=O)CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)CC1,IC50,'=',510,nM,6.29,CN1CCN(C(=O)CNC2CC2c2ccc(OCc3ccccc3)cc2)CC1
CHEMBL3652427,FC(F)(F)Oc1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,IC50,'=',150,nM,6.82,FC(F)(F)Oc1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1
CHEMBL4472789,Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O.Cl,IC50,'=',2410,nM,5.62,Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O
CHEMBL3739683,CC(=O)N1CCN(c2ccc(N3C[C@H](CNO)OC3=O)cc2F)CC1.O=C(O)C(F)(F)F,IC50,'=',46550,nM,4.33,CC(=O)N1CCN(c2ccc(N3CC(CNO)OC3=O)cc2F)CC1
CHEMBL4287970,COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,IC50,'=',15300,nM,4.82,COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
CHEMBL4555193,Cc1cc(-c2ccncc2)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',2700,nM,5.57,Cc1cc(-c2ccncc2)c(O)c2c1CC(C)OC2=O
CHEMBL4483744,Cc1cc(-c2ccc(C(F)(F)F)cc2)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',13700,nM,4.86,Cc1cc(-c2ccc(C(F)(F)F)cc2)c(O)c2c1CC(C)OC2=O
CHEMBL4465443,Cc1cc([N+](=O)[O-])c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',15800,nM,4.8,Cc1cc([N+](=O)[O-])c(O)c2c1CC(C)OC2=O
CHEMBL4462827,CCc1cc(C)c2c(c1O)C(=O)O[C@H](C)C2,IC50,'=',2900,nM,5.54,CCc1cc(C)c2c(c1O)C(=O)OC(C)C2
CHEMBL4239660,C[C@H](Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)N(C)CC(=O)O,IC50,'=',41373,nM,4.38,CC(Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)N(C)CC(=O)O
CHEMBL4854597,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,IC50,'=',54300,nM,4.26,CCN(CCCCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC
CHEMBL4874405,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,IC50,'=',53600,nM,4.27,CCN(CCCCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1
CHEMBL4850978,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,IC50,'=',77300,nM,4.11,CCN(CCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1
CHEMBL4849646,CCN(CCCOc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1)Cc1ccccc1N(C)C,IC50,'=',67800,nM,4.17,CCN(CCCOc1ccc(C(=O)C=Cc2ccccc2)c(O)c1)Cc1ccccc1N(C)C
CHEMBL4857775,CCN(CCCCOc1ccc(/C=C/C(=O)c2ccc(N(C)C)cc2O)cc1)Cc1ccccc1OC,IC50,'=',9200,nM,5.04,CCN(CCCCOc1ccc(C=CC(=O)c2ccc(N(C)C)cc2O)cc1)Cc1ccccc1OC
CHEMBL4159091,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCC3)n2)c1,IC50,'=',2560,nM,5.59,O=[N+]([O-])c1cccc(-c2csc(=NN=C3CCCCC3)[nH]2)c1
CHEMBL4798970,COCCNc1nnc(SCC(=O)N(Cc2cccc([N+](=O)[O-])c2)c2ccc(F)cc2)s1,IC50,'=',60,nM,7.22,COCCN=c1[nH]nc(SCC(=O)N(Cc2cccc([N+](=O)[O-])c2)c2ccc(F)cc2)s1
CHEMBL4793973,CC(C)CNc1nnc(SCC(=O)N(Cc2cccc([N+](=O)[O-])c2)c2ccc(F)cc2)s1,IC50,'=',1786,nM,5.75,CC(C)CN=c1[nH]nc(SCC(=O)N(Cc2cccc([N+](=O)[O-])c2)c2ccc(F)cc2)s1
CHEMBL3950873,O=C1/C(=C/c2ccc(Br)cc2)Cc2cc(O)ccc21,IC50,'=',1050,nM,5.98,O=C1C(=Cc2ccc(Br)cc2)Cc2cc(O)ccc21
CHEMBL3786785,CCN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1,IC50,'=',27.9,nM,7.55,CCN(C)c1ccc(C=C2Oc3cc(O)cc(O)c3C2=O)cc1
CHEMBL4866391,C#CCNC1=C(Cl)C(=O)c2ccccc2C1=O,IC50,'=',7760,nM,5.11,C#CCN=C1C(=O)c2ccccc2C(=O)C1Cl
CHEMBL3408913,Cc1ccc(C(=O)NNC(=O)Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)cc1,IC50,'=',5.332,nM,8.27,Cc1ccc(C(=O)NNC(=O)Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)cc1
CHEMBL3299043,CC1=C(/C=N/N=C2\SCC(=O)N2Cc2ccccc2)C(C)(C)CC=C1,IC50,'=',86600,nM,4.06,CC1=C(C=NN=c2scc(O)n2Cc2ccccc2)C(C)(C)CC=C1
CHEMBL3297786,CCC(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,IC50,'=',42310,nM,4.37,CCC(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O
CHEMBL3297791,O=C(Sc1ccc(Br)cc1)c1cc2ccccc2oc1=O,IC50,'=',22690,nM,4.64,O=C(Sc1ccc(Br)cc1)c1cc2ccccc2oc1=O
CHEMBL4450310,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(CO)cc4)C3)cc2oc1=O,IC50,'=',1100,nM,5.96,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(CO)cc4)C3)cc2oc1=O
CHEMBL4468351,O=C1Nc2ccc(OCc3ccc(F)cc3)cc2C1=O,IC50,'=',234600,nM,3.63,O=C1Nc2ccc(OCc3ccc(F)cc3)cc2C1=O
CHEMBL4476820,O=C1Nc2ccc(OCc3cccc(Cl)c3)cc2C1=O,IC50,'=',310900,nM,3.51,O=C1Nc2ccc(OCc3cccc(Cl)c3)cc2C1=O
CHEMBL1984524,CN(C)c1ccc(/N=N/c2ccccn2)cc1,IC50,'=',7900,nM,5.1,CN(C)c1ccc(N=Nc2ccccn2)cc1
CHEMBL1344767,Cc1ccc(C(=O)/C=C/c2ccc(Br)cc2)o1,IC50,'=',85700,nM,4.07,Cc1ccc(C(=O)C=Cc2ccc(Br)cc2)o1
CHEMBL2420790,O=C(/C=C/c1ccc(Cl)o1)c1cccc(Cl)c1,IC50,'=',28600,nM,4.54,O=C(C=Cc1ccc(Cl)o1)c1cccc(Cl)c1
CHEMBL3651147,c1ccc(COc2ccc(C3C[C@@H]3NCc3ccccn3)cc2)cc1,IC50,'=',2100,nM,5.68,c1ccc(COc2ccc(C3CC3NCc3ccccn3)cc2)cc1
CHEMBL2391880,O=C1OCc2ccc(OCCOc3ccc(F)cc3)cc21,IC50,'=',323,nM,6.49,O=C1OCc2ccc(OCCOc3ccc(F)cc3)cc21
CHEMBL4161773,C#CCNC1CCc2c(OCc3cccc(Br)c3)cccc21,IC50,'=',9550,nM,5.02,C#CCNC1CCc2c(OCc3cccc(Br)c3)cccc21
CHEMBL4099570,Cc1ccc2occ(/C=N/c3ccc(Cl)cc3O)c(=O)c2c1,IC50,'=',2620,nM,5.58,Cc1ccc2occ(C=Nc3ccc(Cl)cc3O)c(=O)c2c1
CHEMBL3415615,C#CCN(C)CC(=C)c1cccc(CNc2ccccc2)c1.O=C(O)C(=O)O,IC50,'=',7.4,nM,8.13,C#CCN(C)CC(=C)c1cccc(CNc2ccccc2)c1
CHEMBL1085949,Cl.N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1,IC50,'=',37000,nM,4.43,N=C(N=C(N)NCCC(c1ccccc1)c1ccccc1)NCCCNCCCCCCCNCCCN=C(N)N=C(N)NCCC(c1ccccc1)c1ccccc1
CHEMBL4451978,C#CCN1CCC(CCc2ccccc2)CC1,IC50,'=',75779.6,nM,4.12,C#CCN1CCC(CCc2ccccc2)CC1
CHEMBL4437755,C#CCN1CCC(CCc2ccccc2F)CC1,IC50,'=',5927.3,nM,5.23,C#CCN1CCC(CCc2ccccc2F)CC1
CHEMBL3134363,O=S(=O)(Nc1nc(-c2cccc(Br)c2)cs1)c1cccc(Cl)c1,IC50,'=',44200,nM,4.36,O=S(=O)(N=c1[nH]c(-c2cccc(Br)c2)cs1)c1cccc(Cl)c1
CHEMBL3134349,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,IC50,'=',88900,nM,4.05,O=[N+]([O-])c1ccccc1S(=O)(=O)N=c1[nH]c(-c2ccc(Cl)cc2)cs1
CHEMBL3299111,CC(C)(C)NC(=O)c1cc2ccccc2oc1=O,IC50,'=',40360,nM,4.39,CC(C)(C)NC(=O)c1cc2ccccc2oc1=O
CHEMBL3297785,CC(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,IC50,'=',22690,nM,4.64,CC(C)NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O
CHEMBL3297871,O=C(SCc1ccco1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,IC50,'=',48270,nM,4.32,O=C(SCc1ccco1)c1cc2cc([N+](=O)[O-])ccc2oc1=O
CHEMBL4090338,CCN(CC)CCCCOc1ccc2c(c1)NC(=O)CC2,IC50,'=',7700,nM,5.11,CCN(CC)CCCCOc1ccc2c(c1)NC(=O)CC2
CHEMBL4080020,O=C1CCc2ccc(OCCCCN3CCN(Cc4ccccc4)CC3)cc2N1,IC50,'=',7400,nM,5.13,O=C1CCc2ccc(OCCCCN3CCN(Cc4ccccc4)CC3)cc2N1
CHEMBL4539821,C#CCN(C)CCc1cn(CCc2ccccc2)nn1,IC50,'=',56100,nM,4.25,C#CCN(C)CCc1cn(CCc2ccccc2)nn1
CHEMBL4527885,C#CCN(C)CCc1cn(Cc2ccccc2)nn1,IC50,'=',97100,nM,4.01,C#CCN(C)CCc1cn(Cc2ccccc2)nn1
CHEMBL4576759,C#CCN(C)CCc1nnn(CC)c1C,IC50,'=',91200,nM,4.04,C#CCN(C)CCc1nnn(CC)c1C
CHEMBL4781289,C#CCN(Cc1ccc(OCc2cccc(F)c2)cc1Cl)[C@@H](C)C(N)=O,IC50,'=',5595,nM,5.25,C#CCN(Cc1ccc(OCc2cccc(F)c2)cc1Cl)C(C)C(N)=O
CHEMBL4799739,NC(=O)[C@@H]1COCCN1Cc1ccc(OCc2cccc(F)c2)cc1F,IC50,'=',57620,nM,4.24,NC(=O)C1COCCN1Cc1ccc(OCc2cccc(F)c2)cc1F
CHEMBL4539671,Cc1cc(-c2cccnc2)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',200,nM,6.7,Cc1cc(-c2cccnc2)c(O)c2c1CC(C)OC2=O
CHEMBL4453404,CC[C@@H]1Cc2c(C)ccc(O)c2C(=O)O1,IC50,'=',8000,nM,5.1,CCC1Cc2c(C)ccc(O)c2C(=O)O1
CHEMBL4793075,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,IC50,'=',15900,nM,4.8,CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1OC
CHEMBL4779514,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,IC50,'=',8000,nM,5.1,CCN(CC)C(=O)Oc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1OC
CHEMBL4756054,COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,IC50,'=',46200,nM,4.33,COc1cc(C=CC(=O)N2CCCCC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1
CHEMBL4216733,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(F)c1,IC50,'=',29260,nM,4.53,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(F)c1
CHEMBL4206927,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C(C)C)cc1,IC50,'=',35400,nM,4.45,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C(C)C)cc1
CHEMBL4207453,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(F)c1,IC50,'=',69150,nM,4.16,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(F)c1
CHEMBL4214760,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(F)c(F)c1,IC50,'=',93240,nM,4.03,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(F)c(F)c1
CHEMBL4210358,C#CCN(C)CCCOc1ccc2ccc(=O)oc2c1,IC50,'=',36870,nM,4.43,C#CCN(C)CCCOc1ccc2ccc(=O)oc2c1
CHEMBL3408841,CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ccc(F)cn4)n(C)c3c2)ccc1/C=C/C(=O)O,IC50,'=',1300,nM,5.89,CCOc1[nH]c(=NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ccc(F)cn4)n(C)c3c2)ccc1C=CC(=O)O
CHEMBL4762653,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,IC50,'=',14700,nM,4.83,COc1cc(C=CC(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1
CHEMBL4756176,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C,IC50,'=',39100,nM,4.41,COc1cc(C=CC(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C
CHEMBL4740081,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1OC,IC50,'=',19700,nM,4.71,CCN(CC)C(=O)Oc1ccc(C=CC(=O)N2CCN(Cc3ccccc3)CC2)cc1OC
CHEMBL4787165,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,IC50,'=',7900,nM,5.1,CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCC(Cc3ccccc3)CC2)cc1OC
CHEMBL4761179,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,IC50,'=',7800,nM,5.11,CCN(CC)C(=O)Oc1ccc(C=CC(=O)N2CCC(Cc3ccccc3)CC2)cc1OC
CHEMBL4462585,C#CCN1CCC(/C=C\c2cccc(C(F)(F)F)c2)CC1,IC50,'=',858,nM,6.07,C#CCN1CCC(C=Cc2cccc(C(F)(F)F)c2)CC1
CHEMBL4540242,C#CCN1CCC(CCc2ccc(C#N)cc2)CC1,IC50,'=',21478.3,nM,4.67,C#CCN1CCC(CCc2ccc(C#N)cc2)CC1
CHEMBL4285710,CCN(CC)CCCOc1cccc(/C=C2\COc3ccccc3C2=O)c1,IC50,'=',64700,nM,4.19,CCN(CC)CCCOc1cccc(C=C2COc3ccccc3C2=O)c1
CHEMBL4846272,COc1ccc2c(=O)c(/C=C/c3ccc(OC)c(OC)c3)coc2c1,IC50,'=',19000,nM,4.72,COc1ccc2c(=O)c(C=Cc3ccc(OC)c(OC)c3)coc2c1
CHEMBL3299041,CC1=C(/C=N/NC(=S)Nc2ccccc2)C(C)(C)CC=C1,IC50,'=',19500,nM,4.71,CC1=C(C=NNC(=S)Nc2ccccc2)C(C)(C)CC=C1
CHEMBL4171393,Brc1ccc(-c2csc(N/N=C/c3ccc(N4CCCC4)cc3)n2)cc1,IC50,'=',61338,nM,4.21,Brc1ccc(-c2csc(=NN=Cc3ccc(N4CCCC4)cc3)[nH]2)cc1
CHEMBL4514270,C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(N)n2)cc1,IC50,'=',32060,nM,4.49,C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)[nH]c(=N)n2)cc1
CHEMBL4875421,COc1ccc2occ(/C=C/c3ccccc3)c(=O)c2c1,IC50,'=',2500,nM,5.6,COc1ccc2occ(C=Cc3ccccc3)c(=O)c2c1
CHEMBL3799754,COn1c(-c2ccc(C)cc2)c(C=O)c2cc(C#N)c(C#N)cc21,IC50,'=',405,nM,6.39,COn1c(-c2ccc(C)cc2)c(C=O)c2cc(C#N)c(C#N)cc21
CHEMBL3799361,N#Cc1cc2cc(-c3cccs3)n(O)c2cc1C#N,IC50,'=',11100,nM,4.96,N#Cc1cc2cc(-c3cccs3)n(O)c2cc1C#N
CHEMBL3797630,COc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1,IC50,'=',1840,nM,5.74,COc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1
CHEMBL4783536,COc1ccc2[nH]cc(/C=C/c3n[nH]c(=O)o3)c2c1,IC50,'=',53000,nM,4.28,COc1ccc2[nH]cc(C=Cc3n[nH]c(=O)o3)c2c1
CHEMBL2158249,O=C1NC(=O)c2cc(SCCc3ccccc3)ccc21,IC50,'=',2270,nM,5.64,O=C1NC(=O)c2cc(SCCc3ccccc3)ccc21
CHEMBL4217355,O=C1/C(=C/c2ccc(OCCCN3CCCCC3)cc2)Cc2ccc(OCc3ccc(Br)cc3)cc21,IC50,'=',5514,nM,5.26,O=C1C(=Cc2ccc(OCCCN3CCCCC3)cc2)Cc2ccc(OCc3ccc(Br)cc3)cc21
CHEMBL4212732,C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1cccc(F)c1,IC50,'=',53290,nM,4.27,C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1cccc(F)c1
CHEMBL4210766,C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C)cc1,IC50,'=',56410,nM,4.25,C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C)cc1
CHEMBL3219198,C/C(=N\Nc1nc(-c2ccccc2)c(C)s1)c1ccco1,IC50,'=',1680,nM,5.78,CC(=NN=c1[nH]c(-c2ccccc2)c(C)s1)c1ccco1
CHEMBL242341,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,IC50,'=',31200,nM,4.51,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1
CHEMBL4467682,CC(=O)c1ccc(OCCCN2CCC(c3ccccc3)CC2)cc1O,IC50,'=',24700,nM,4.61,CC(=O)c1ccc(OCCCN2CCC(c3ccccc3)CC2)cc1O
